address,square_feet,land_area,year_built,property_class,use_type,market_value
2122 S MARSHALL BLVD,1120.0,4575.0,1954,593,WAREHOUSE,95620.0
2110 S MARSHALL BLVD,6627.0,18115.0,1943,593,WAREHOUSE,565780.125
2443 W 16TH ST,129210.0,153262.0,1897,593,WAREHOUSE,6812920.275
2433 W 18TH ST,14566.0,13038.0,1905,593,WAREHOUSE,1800721.75
1928 S FAIRFIELD AVE,5760.0,3000.0,1965,593,WAREHOUSE,655680.0
1930 S FAIRFIELD AVE,8170.0,6000.0,1958,593,WAREHOUSE,930018.3333333331
1904 S WASHTINAW AVE,4464.0,6000.0,1946,593,WAREHOUSE,508152.0
2501 S ROCKWELL ST,11500.0,56000.0,1942,593,WAREHOUSE,1334083.33333333
2526 W 26TH ST,4808.0,40000.0,1946,593,WAREHOUSE,630382.6666666671
2528 W 26TH ST,4060.0,12523.0,1948,593,WAREHOUSE,462163.3333333331
2515 W 25TH ST,8495.0,39731.0,1950,593,WAREHOUSE,990018.1666666671
2520 W 26TH ST,10390.0,61619.0,1947,593,WAREHOUSE,1262964.33333333
2502-08 S WESTERN AVE,10709.0,8280.0,1979,593,WAREHOUSE,1219041.1666666702
2513 S ARTESIAN AVE,770.0,10400.0,1990,593,WAREHOUSE,123308.846153846
2649 S WHIPPLE ST,3000.0,3024.0,1996,593,WAREHOUSE,274759.615384615
2653-51 S WHIPPLE ST,6000.0,6432.0,1965,593,WAREHOUSE,512250.0
2655 S WHIPPLE ST,6000.0,6432.0,1965,593,WAREHOUSE,512250.0
2701 S KEDZIE AVE,6360.0,3024.0,1985,593,WAREHOUSE,542985.0
2715 S KEDZIE AVE,1250.0,3402.0,1980,593,WAREHOUSE,106718.75
2700 S TROY ST,2088.0,3024.0,1888,593,WAREHOUSE,168345.0
2730 S ALBANY AVE,17112.0,22547.0,1960,583,WAREHOUSE,1118611.44
2828 S TROY ST,8360.0,17960.0,1921,593,WAREHOUSE,674025.0
3032 S ALBANY AVE,852.0,3150.0,1975,593,WAREHOUSE,72739.5
2345 S HARDING AVE,12480.0,15368.0,2008,593,WAREHOUSE,1168704.0
2340 S SPRINGFIELD AVE,13226.0,12361.0,1915,593,WAREHOUSE,1066346.25
3930 S SPRIMGFIELD AVE,14114.0,19972.0,1956,593,WAREHOUSE,1204982.75
2310 S AVERS AVE,4000.0,11709.0,1952,593,WAREHOUSE,341500.0
3611 W CERMAK RD,29800.0,7500.0,1927,593,WAREHOUSE,1121523.0
2447 S PULASKI RD,9696.0,8064.0,1921,593,WAREHOUSE,781740.0
2211 S ST. LOUIS AVE,1908.0,3131.0,1944,593,WAREHOUSE,162895.5
2213 S ST LOUIS AVE,3636.0,6250.0,1903,593,WAREHOUSE,293152.5
2217 S ST LOUIS AVE,1600.0,3125.0,1959,593,WAREHOUSE,136600.0
3200 S KILBOURN AVE,17836.0,48010.0,1949,593,WAREHOUSE,1165939.32
4539 W 31ST ST,10460.0,62944.0,2016,593,WAREHOUSE,1010755.1923076899
3100 S KILBOURN AVE,47931.0,106722.0,1955,593,WAREHOUSE,2399725.42875
4331 W 31ST ST,154475.0,436856.0,1955,663,WAREHOUSE,5711326.937500001
3130 S KOLIN AVE,20699.0,24880.0,1996,593,WAREHOUSE,1453786.3038461502
3158 S KOLIN AVE,5000.0,10221.0,1946,593,WAREHOUSE,426875.0
3200 S KOLIN AVE,8666.0,52801.0,1956,593,WAREHOUSE,812407.75
3242 S KOLIN AVE,2700.0,21675.0,1981,587,WAREHOUSE,274012.5
4207 W 35TH ST,170987.0,795340.0,2019,593,PEOPLES GAS WAREHOUSE,11841377.2286538
3348 S PULASKI RD,317200.0,660139.0,2014,663,WAREHOUSE,20479896
3400 S PULASKI RD,26170.0,179999.0,1962,593,COM ED WAREHOUSE,2012008.9
3600 S KOSTNER AVE,28800.0,1089000.0,1977,593,PEOPLES GAS WAREHOUSE,4317156.0
3747 S KEELER AVE,16200.0,359923.0,1974,593,PEOPLES GAS WAREHOUSE,1796801.5
4233 W 36TH ST,38304.0,76696.0,1998,593,PEOPLES GAS WAREHOUSE,4125075.6184615395
4233 W 36TH ST,6560.0,8219.0,1962,593,WAREHOUSE,560060.0
3200 S PULASKI RD,42000.0,113270.0,1955,593,WAREHOUSE,2745540.0
4233 W 36TH ST,90696.0,230025.0,1980,593,WAREHOUSE,3693367.86
4100 W 35TH ST,1860.0,99883.0,1918,593,PEOPLES GAS WAREHOUSE,381070.0
4100 S KOSTNER AVE,13300.0,1164764.0,1973,593,COM ED WAREHOUSE,3648331.0
3200 S CENTRAL PARK,102700.0,87010.0,1986,593,WAREHOUSE,4144241.25
3400 S HAMLIN AVE,422248.0,2341630.0,1922,593,WAREHOUSE,15825329.1
3344 S LAWNDALE AVE,15712.0,75390.0,1962,593,WAREHOUSE,1077261.44
3403 S LAWNDALE AVE,39566.0,126208.0,1981,593,WAREHOUSE,2586429.42
3421 S LAWNDALE AVE,1257.0,100304.0,1981,593,WAREHOUSE,345506.375
3359 S LAWNDALE AVE,8400.0,77723.0,1977,583,WAREHOUSE,827457.5
3535 W 31ST ST,65472.0,138355.0,2002,663,WAREHOUSE,5422963.92
1251 N ASHLAND AVE,5448.0,2928.0,1908,593,WAREHOUSE,992262.4
1420-60 N ELSTON AVE,13340.0,70562.0,1995,593,WAREHOUSE,2778450.7692307704
1110 N ELSTON AVE  1241 W DIVISION ST,99617.0,314354.0,1965,593,PEOPLES GAS WAREHOUSE,10639892.535999998
1220 W CORTEZ ST,20895.0,162974.0,1981,593,PEOPLES GAS WAREHOUSE,3025693.16
1029 N THROOP AVE,5900.0,10238.0,1951,593,WAREHOUSE,1074586.6666666702
1551 W THOMAS ST,5040.0,1688.0,1892,593,WAREHOUSE,917952.0
936 N ELSTON AVE,2274.0,2400.0,1890,593,WAREHOUSE,391128.0
931 W OGDEN AVE,9488.0,56903.0,2018,593,WAREHOUSE,1972252.98076923
853-55 N ELSTON AVE,6906.0,9017.0,1954,593,WAREHOUSE,1257812.8
840 N MILWAUKEE AVE,7680.0,5280.0,1969,663,WAREHOUSE,1500553.8461538502
840 N MILWAUKEE AVE,5280.0,2640.0,1973,663,WAREHOUSE,1031630.76923077
813 N SANGAMON ST,3723.0,5900.0,1969,593,WAREHOUSE,678082.4
831 N LESSING ST,8200.0,13935.0,1915,593,WAREHOUSE,1602153.8461538502
813-15 N LESSING ST,1800.0,4400.0,1994,593,WAREHOUSE,263769.230769231
820 N PEORIA ST,8535.0,8241.0,1948,593,WAREHOUSE,1554508.0
927 N PEORIA ST,17142.0,22725.0,1947,593,WAREHOUSE,2390554.752
809 S PEORIA ST,2850.0,27682.0,2005,593,WAREHOUSE,665935.115384615
2139 W NORTH AVE,7392.0,8606.0,1921,593,WAREHOUSE,1271424.0
1930 W DIVISION ST,3437.0,9000.0,1903,593,WAREHOUSE,591164.0
1947 W DIVISION ST,3000.0,2879.0,1991,593,WAREHOUSE,439615.38461538503
814 N WOLCOTT AVE,12512.0,12512.0,1895,593,WAREHOUSE,1645578.24
2250 W GRAND AVE,3120.0,5088.0,1891,593,WAREHOUSE,568256.0
2112 W GRAND AVE,7500.0,7500.0,1903,593,WAREHOUSE,1366000.0
2100 W GRAND AVE,12500.0,11381.0,1895,593,WAREHOUSE,1644000.0
2058 W GRAND AVE,10000.0,6624.0,2011,593,WAREHOUSE,1465384.61538462
401 N OAKLEY BLVD,9035.0,16560.0,1949,593,WAREHOUSE,1234181.0
2220 N OAKLEY BLVD,46272.0,26496.0,1959,593,WAREHOUSE,3014898.4319999996
2121 W HUBBARD ST,6750.0,8900.0,1966,593,WAREHOUSE,922050.0
430 N DAMEN AVE,14484.0,46870.0,1972,593,WAREHOUSE,1978514.4
1802 W GRAND AVE,1200.0,2400.0,2008,583,WAREHOUSE,175846.153846154
508 N HERMITAGE AVE,2271.0,2285.0,1898,593,WAREHOUSE,310218.6
549 N HERMITAGE AVE,20160.0,24098.0,1969,593,WAREHOUSE,2108574.72
1900 W HUBBARD ST,6000.0,6000.0,1957,593,WAREHOUSE,819600.0
455 N WOLCOTT AVE,20930.0,30282.0,1945,593,WAREHOUSE,2189110.56
1712 W HUBBARD ST  450 N PAULINA ST,25464.0,19978.0,1957,593,WAREHOUSE,2039819.1840000001
1640 W HUBBARD ST,30465.0,24984.0,1947,593,WAREHOUSE,2440429.29
2150 W CARROLL AVE,13052.0,18044.0,1973,593,WAREHOUSE,1782903.2
2142 W CARROLL AVE,4200.0,7300.0,1960,593,WAREHOUSE,573720.0
2038 W CARROLL AVE,32487.0,38121.0,1927,593,WAREHOUSE,3204517.68
2000 W CARROLL AVE,56370.0,21000.0,1895,593,WAREHOUSE,3439697.4
2016 W CARROLL AVE,21000.0,20860.0,1891,593,WAREHOUSE,2071440.0
2108 W FULTON ST,12960.0,11587.0,1946,593,WAREHOUSE,1770336.0
2319-23 W FULTON ST,26254.0,37199.0,1966,593,WAREHOUSE,2745958.368
2230-34 W WALNUT ST,8920.0,9612.0,1934,593,WAREHOUSE,1218472.0
2239 W FULTON ST,8084.0,14819.0,1963,593,WAREHOUSE,1104274.4
255 N OAKLEY BLVD,10026.0,11293.0,1963,593,WAREHOUSE,1369551.6
2240 W WALNUT ST,16164.0,22562.0,1969,593,WAREHOUSE,1690625.088
2135 W FULTON ST,100897.0,113507.0,1932,593,WAREHOUSE,5551352.94
2119 W FULTON ST,8184.0,8234.0,1918,593,WAREHOUSE,1117934.4
2031 W FULTON ST,54932.0,29760.0,1945,593,WAREHOUSE,4400382.792
2036-42 W WALNUT ST,10830.0,11160.0,1959,593,WAREHOUSE,1479378.0
2036 W WALNUT ST,3700.0,3100.0,2002,593,WAREHOUSE,542192.3076923081
2221-27 W WALNUT ST,10452.0,10530.0,1947,593,WAREHOUSE,1427743.2
221-19 W WALNUT ST,11041.0,11340.0,1952,593,WAREHOUSE,1508200.6
1641 W CARROLL AVE,22632.0,11408.0,1907,593,WAREHOUSE,2232420.48
1621 W CARROLL AVE,19520.0,14260.0,2011,663,WAREHOUSE,3813907.692307689
1634 W FULTON ST,2760.0,2852.0,1926,593,WAREHOUSE,356040.0
1946-54 W WALNUT ST,59910.0,68320.0,2006,593,WAREHOUSE,8976545.72307692
1931-33 W FULTON ST,4750.0,4887.0,1930,593,WAREHOUSE,648850.0
1805-19 W FULTON ST,15600.0,15750.0,1936,593,WAREHOUSE,1631635.2
1759 W FULTON ST,10618.0,11010.0,1918,593,WAREHOUSE,1369722.0
1739 W FULTON ST,2525.0,2810.0,1948,593,WAREHOUSE,325725.0
1733-37 W FULTON ST,5575.0,5620.0,1976,593,WAREHOUSE,719175.0
1731 W FULTON ST,2525.0,2810.0,1942,593,WAREHOUSE,344915.0
1729 W FULTON ST,2750.0,2810.0,1951,593,WAREHOUSE,354750.0
1713 W FULTON ST,14588.0,8430.0,1926,593,WAREHOUSE,1992720.8
1701-07 W FULTON ST,11000.0,11240.0,1990,593,WAREHOUSE,1611923.0769230803
1929-37 W WALNUT ST,9270.0,14490.0,2003,663,WAREHOUSE,1811215.38461538
1932-58 W LAKE ST,32266.0,34572.0,2006,663,WAREHOUSE,4834538.88
1924 W LAKE ST,2618.0,3180.0,1957,593,WAREHOUSE,337722.0
1916 W LAKE ST,11140.0,9735.0,1919,593,WAREHOUSE,1437060.0
1914 W LAKE ST,3051.0,3245.0,1917,593,WAREHOUSE,393579.0
1910 W LAKE ST,7458.0,3861.0,1923,593,WAREHOUSE,1018762.8
1919 W WALNUT ST,9676.0,9900.0,1960,593,WAREHOUSE,1321741.6
1859 W WALNUT ST,12000.0,6000.0,1886,593,WAREHOUSE,1548000.0
217 N WOLCOTT AVE,8136.0,6000.0,1881,593,WAREHOUSE,1049544.0
1847 W WALNUT ST,4590.0,6000.0,1908,593,WAREHOUSE,626994.0
850 W SUPERIOR ST,12671.0,12049.0,1888,593,WAREHOUSE,2307811.4666666696
644 N MAY ST,7187.0,10334.0,1965,593,WAREHOUSE,1308992.26666667
681-95 N GREEN ST,27830.0,28068.0,1951,593,WAREHOUSE,3660201.6
1162-68 W OHIO ST,7500.0,8467.0,1962,593,WAREHOUSE,1366000.0
1159 W GRAND ST,3500.0,3894.0,1978,593,WAREHOUSE,683846.153846154
1125 W GRAND ST,2750.0,2750.0,1987,593,WAREHOUSE,473000.0
1020 W HUBBARD ST,5520.0,7680.0,1996,593,WAREHOUSE,808892.3076923081
448 N HALSTED ST,11649.0,8120.0,1924,593,WAREHOUSE,2121671.2
401 N MAY ST,19344.0,35777.0,1965,593,WAREHOUSE,2898385.92
417 N ABERDEEN ST,11972.0,9304.0,1880,593,WAREHOUSE,2180500.26666667
417 N SANGAMON ST,4036.0,2806.0,1912,593,WAREHOUSE,735090.1333333331
415 N SANGAMON ST,13920.0,7014.0,1899,593,WAREHOUSE,2535296.0
840 W KINZIE ST,4480.0,5280.0,1874,593,WAREHOUSE,815957.3333333331
347 N JUSTINE ST,3304.0,3308.0,1921,593,WAREHOUSE,601768.5333333331
351 N JUSTINE ST,11310.0,11580.0,1983,593,WAREHOUSE,2059928.0
355 N LAFLIN ST,26640.0,8315.0,1888,593,WAREHOUSE,2673590.4
342 W CARROLL AVE,22868.0,32911.0,1961,593,WAREHOUSE,3189079.8079999997
344 N OGDEN AVE,43125.0,19155.0,1892,593,WAREHOUSE,4328025.0
337 N ADA ST  338 N ELIZABETH ST,25304.0,72715.0,1932,593,WAREHOUSE,3327982.08
338 N RACINE AVE,18000.0,21805.0,1981,593,WAREHOUSE,2510208.0
1230 W CARROLL AVE,12525.0,12525.0,1974,593,WAREHOUSE,2281220.0
1222 W CARROLL AVE,18775.0,25050.0,1972,593,WAREHOUSE,2618286.4
1536-48 W FULTON ST,18200.0,15528.0,1982,593,WAREHOUSE,2726976.0
1532-34 W FULTON ST,5355.0,5354.0,1951,593,WAREHOUSE,921060.0
321 N JUSTINE ST,10200.0,5635.0,1895,593,WAREHOUSE,1857760.0
316 N LAFLIN ST,36000.0,6250.0,1888,593,WAREHOUSE,4734720.0
1306 W RANDOLPH ST,10677.0,11200.0,1935,593,WAREHOUSE,2086121.53846154
170 N ELIZABETH ST,5040.0,5311.0,1964,593,WAREHOUSE,917952.0
1325 W LAKE ST,14003.0,11834.0,1926,593,WAREHOUSE,2550413.0666666697
1239 W LAKE ST,3705.0,3912.0,1928,593,WAREHOUSE,674804.0
1223 W LAKE ST,1584.0,6501.0,1936,593,WAREHOUSE,288499.2
1234 W RANDOLPH ST,11025.0,3675.0,1925,593,WAREHOUSE,2008020.0
1220 W RANDOLPH ST,14600.0,7300.0,1891,593,WAREHOUSE,2659146.66666667
1247 W LAKE ST,8502.0,7824.0,1919,593,WAREHOUSE,1548497.6
1336 W WASHINGTON BLVD,6800.0,6800.0,1924,593,WAREHOUSE,1238506.6666666702
1330-32 W WASHINGTON BLVD,9766.0,8500.0,1937,593,WAREHOUSE,1778714.13333333
111-17 N ADA ST,4000.0,8080.0,1969,593,WAREHOUSE,781538.461538461
1280 W WASHINGTON BLVD,6660.0,6750.0,1923,593,WAREHOUSE,1145520.0
1300 W WASHINGTON BLVD,7170.0,10800.0,1941,593,WAREHOUSE,1305896.0
1150 W CARROLL AVE,33320.0,39357.0,1991,593,WAREHOUSE,5463995.34545455
1014 W CARROLL AVE,15000.0,46006.0,1978,593,WAREHOUSE,2732000.0
901 N PEORIA ST,12500.0,28666.0,1915,593,WAREHOUSE,2276666.66666667
150 W CARROLL AVE,29520.0,8640.0,1902,593,WAREHOUSE,4116741.12
1114 W FULTON ST,19000.0,5000.0,1925,593,WAREHOUSE,2846843.07692308
321 N ABERDEEN,1920.0,2880.0,1932,593,WAREHOUSE,349696.0
328 N CARPENTER ST,12860.0,14841.0,1936,593,WAREHOUSE,2512646.15384615
910 W FULTON ST,2000.0,2500.0,1908,593,WAREHOUSE,390769.230769231
906 W FULTON ST,7515.0,4500.0,1908,593,WAREHOUSE,1368732.0
916 W FULTON ST,12000.0,3000.0,1878,593,WAREHOUSE,2185600.0
1107 W FULTON ST,15296.0,4000.0,1924,593,WAREHOUSE,2785911.4666666696
215 N MAY ST,6250.0,6250.0,1916,593,WAREHOUSE,1075000.0
213 N MAY ST,3300.0,3125.0,1923,593,WAREHOUSE,567600.0
218 N ABERDEEN ST,6100.0,6250.0,1904,593,WAREHOUSE,1111013.33333333
201 N MAY ST,2600.0,10000.0,1983,593,WAREHOUSE,508000.0
1110 W LAKE ST,5000.0,5000.0,1900,593,WAREHOUSE SHOWROOM,910666.6666666671
410 N MILWAUKEE AVE,361057.0,108333.0,1936,593,WAREHOUSE,26487141.52
711 W HUBBARD ST,1520.0,1520.0,1960,593,WAREHOUSE,276842.666666667
343 N CANAL ST,1047.0,21586.0,1969,589,Warehouse,204567.69230769202
640 W LAKE ST,8013.0,8372.0,1982,593,WAREHOUSE,1459434.4
213-17 N DES PLAINES ST,25362.0,17888.0,1970,593,WAREHOUSE,3536883.0719999997
111 N JEFFERSON ST,10860.0,5700.0,1912,593,WAREHOUSE,2121876.92307692
658-66 W MADISON ST,12728.0,16909.0,2005,593,COM ED WAREHOUSE,2486855.38461538
646-52 W MADISON ST,7625.0,26779.0,2005,593,COM ED WAREHOUSE,1117355.76923077
700 E HARRISON ST,286898.0,138050.0,1935,593,WAREHOUSE,21046837.279999997
701 W VERNON PARK PL,9838.0,7150.0,1933,593,WAREHOUSE,1692136.0
700 W LEXINGTON ST,9126.0,10072.0,1937,593,WAREHOUSE,1569672.0
715 S VERNON AVE,10936.0,9750.0,1920,593,WAREHOUSE,1880992.0
700-02 W LEXINGTON ST,6100.0,10252.0,1962,593,WAREHOUSE,1111013.33333333
750 S DES PLAINES ST  710 W POLK ST,15708.0,24550.0,1958,593,WAREHOUSE,2860950.4
640 W POLK ST,110004.0,200239.0,1978,593,WAREHOUSE,9469821.267692309
551-53 W LWXINGTON ST,3405.0,5450.0,1986,593,WAREHOUSE,665284.615384615
828 S JEFFERSON ST,9852.0,83137.0,1952,593,COM ED WAREHOUSE,3106247.6
1544 W ARTHINGTON ST,10195.0,100946.0,1972,593,COM ED WAREHOUSE,3661829.3333333293
900 S CLINTON ST,26616.0,20920.0,1929,593,WAREHOUSE,3500536.32
550 W TAYLOR ST,7500.0,22148.0,1963,593,WAREHOUSE,1366000.0
900 S CANAL ST,13033.0,398642.0,1977,593,COM ED WAREHOUSE,7831276.23333333
413 W TAYLOR ST,8865.0,114658.0,2006,593,COM ED WAREHOUSE,2546431.9615384606
1340 W MONROE ST,60100.0,31170.0,1938,593,ILLINOIS BELL WAREHOUSE,4889736.0
1538 W ADAMS ST,4762.0,4536.0,1966,593,WAREHOUSE,867318.9333333331
1522 W ADAMS ST,71100.0,18900.0,1908,593,WAREHOUSE,5784696.0
1516 W ADAMS ST,6300.0,9450.0,1938,593,WAREHOUSE,1147440.0
1514 W ADAMS ST,3535.0,4725.0,1887,593,WAREHOUSE,608020.0
1227 W JACKSON BLVD,4411.0,4450.0,1879,593,WAREHOUSE,803390.1333333331
1220 W VAN BUREN ST,124600.0,17731.0,1914,593,WAREHOUSE,9140656.0
21 S RACINE AVE,17940.0,17966.0,1940,593,WAREHOUSE,2688019.2
1110 W MONROE ST,1254.0,5760.0,1946,593,WAREHOUSE,228395.2
1130 W MONROE ST,45480.0,14322.0,1916,593,WAREHOUSE,4564372.8
1037 W ADAMS ST,21024.0,27321.0,1957,593,WAREHOUSE,2931922.944
1038-40 W JACKSON BLVD,5789.0,9828.0,1951,593,WAREHOUSE,1054369.8666666702
1026 W JACKSON BLVD,18700.0,19467.0,1946,593,WAREHOUSE,2801892.92307692
1430 W 18TH ST,3100.0,3100.0,1977,593,WAREHOUSE,423460.0
1610 S BLUE ISLAND AVE,19170.0,15485.0,1967,593,WAREHOUSE,2005028.6400000001
1647 S BLU ISLAND AVE,12384.0,9600.0,1924,593,WAREHOUSE,1597536.0
1318 W CERMAK RD,31753.0,19856.0,1964,593,WAREHOUSE,3321109.776
2104 S ALLPORT ST,6055.0,20059.0,1903,593,WAREHOUSE,781095.0
1017 W 16TH ST,5220.0,5820.0,1916,593,WAREHOUSE,673380.0
905 W 19TH ST,9300.0,9600.0,1918,593,WAREHOUSE,1199700.0
912-22 W CULLERTON ST,99240.0,23900.0,1906,593,WAREHOUSE,6055624.8
902-06 W CULLERTON ST,3200.0,9600.0,1981,593,WAREHOUSE,437120.0
2015 S RACINE AVE,5000.0,5126.0,1958,587,WAREHOUSE,683000.0
1156 W 21ST ST,58646.0,28795.0,1950,593,WAREHOUSE,4697896.476000001
1030 W 21ST ST,6100.0,12500.0,1935,593,WAREHOUSE,786900.0
1016 W 21ST ST,950.0,5000.0,1969,593,WAREHOUSE,129770.0
935 W 20TH PL,15625.0,13572.0,1960,593,WAREHOUSE,1634250.0
2121 S RACINE AVE,1020.0,2907.0,1922,593,WAREHOUSE,131580.0
1161 W 21ST ST,6356.0,8721.0,1960,593,WAREHOUSE,868229.6
1157-65 W 21ST ST,21380.0,24346.0,1976,593,WAREHOUSE,2236176.96
1100 W CERMAK RD,188805.0,77678.0,1906,593,WAREHOUSE,10388051.1
946 W CERMAK RD,68516.0,65350.0,1897,593,WAREHOUSE,5157199.319999999
2138 S PEORIA ST,35594.0,17822.0,1898,593,WAREHOUSE,3510992.16
818 W CERMAK RD,2280.0,2400.0,1947,593,WAREHOUSE,311448.0
1333 S JEFFERSON ST,39925.0,57178.0,1972,593,WAREHOUSE,4264309.4
1410 S CLINTON ST,12000.0,26791.0,1974,593,WAREHOUSE,2185600.0
1408 S CLINTON ST,45929.0,53255.0,1968,593,WAREHOUSE,4905584.632
1401 S JEFFERSON ST,17062.0,24330.0,1967,593,WAREHOUSE,2379398.272
629 W CERMAK RD,94048.0,29836.0,1888,593,WAREHOUSE,5738808.96
2215 S FORD AVE,23400.0,10075.0,1894,593,WAREHOUSE,2308176.0
2217 S FORD AVE,12060.0,9000.0,1884,593,WAREHOUSE,1555740.0
2214 S LUMBER ST,13586.0,28602.0,1999,593,WAREHOUSE,1990871.53846154
2545 S ASHLAND AVE,63685.0,136376.0,1960,593,WAREHOUSE,5101550.609999999
2350 S LAFLIN ST,8646.0,32640.0,1961,593,WAREHOUSE,1181043.6
2357 S ASHLAND AVE,34080.0,55790.0,1967,593,WAREHOUSE,3564495.36
2400 S LAFLIN ST,44106.0,62660.0,1954,593,WAREHOUSE,3533155.236
2321 S ASHLAND AVE,8100.0,44719.0,1913,593,AUTO PARTS WAREHOUSE,1094176.0
2301 S ASHLAND AVE,11737.0,46001.0,1967,593,WAREHOUSE,1603274.2
2353 S ASHLAND AVE,67915.0,86775.0,1976,593,WAREHOUSE,4425069.74
2556 S LAFLIN ST,15275.0,43240.0,1987,593,WAREHOUSE,1716534.0
2560 S LAFLIN ST,8160.0,95440.0,1910,593,WAREHOUSE,1303840.0
2550 S LAFLIN ST,3584.0,81517.0,1940,593,WAREHOUSE,731060.0
2329-39 S LAFLIN ST,40300.0,48600.0,1986,593,WAREHOUSE,4528728.0
2401-21 S LAFLIN ST,20450.0,72900.0,1947,593,WAREHOUSE,2138906.4
2204 S LOOMIS ST,18970.0,107025.0,1978,593,WAREHOUSE,2108690.24
2424 S LOOMIS ST,20150.0,97200.0,1948,593,WAREHOUSE,2173928.8
2460 S LOOMIS ST,2800.0,30375.0,1972,593,WAREHOUSE,459180.0
2243 S LAFLIN ST,21555.0,215535.0,1960,593,WAREHOUSE,2771740.56
2316 S THROOP ST,72066.0,415014.0,1964,593,WAREHOUSE,6565106.496
2431 S LOOMIS ST,41678.0,248104.0,2001,593,WAREHOUSE,5192281.28
2431 S LOOMIS ST,25000.0,88790.0,2001,593,WAREHOUSE,2809384.6153846197
2401 S THROOP ST,4564.0,87169.0,1934,593,WAREHOUSE,864408.0
2300 S RACINE AVE,10364.0,221610.0,2010,593,WAREHOUSE,1969109.61538462
2233 S THROOP ST,363215.0,278550.0,1929,593,WAREHOUSE,19984089.3
1111 W CERMAK RD,76336.0,139575.0,1943,593,COM ED WAREHOUSE,6114971.615999999
1111 W CERMAK RD,1079.0,136000.0,1948,593,WAREHOUSE,476601.4
1111 W CERMAK RD,260917.0,571507.0,1951,593,WAREHOUSE,16846005.7523077
1111 W CERMAK RD,28041.0,147848.0,1970,593,WAREHOUSE,3022074.272
1111 W CERMAK RD,5682.0,7705.0,1931,593,WAREHOUSE,732978.0
977 W CERMAK RD,36406.0,391523.0,1996,593,WAREHOUSE,4705885.752307691
955 W CERMAK RD,5424.0,132696.0,1948,593,WAREHOUSE,1018418.4
1159 W GRAND ST,3500.0,3894.0,1978,593,WAREHOUSE,683846.153846154
1125 W GRAND ST,2750.0,2750.0,1987,593,WAREHOUSE,473000.0
1020 W HUBBARD ST,5520.0,7680.0,1996,593,WAREHOUSE,808892.3076923081
448 N HALSTED ST,11649.0,8120.0,1924,593,WAREHOUSE,2121671.2
401 N MAY ST,19344.0,35777.0,1965,593,WAREHOUSE,2898385.92
417 N ABERDEEN ST,11972.0,9304.0,1880,593,WAREHOUSE,2180500.26666667
417 N SANGAMON ST,4036.0,2806.0,1912,593,WAREHOUSE,735090.1333333331
415 N SANGAMON ST,13920.0,7014.0,1899,593,WAREHOUSE,2535296.0
840 W KINZIE ST,4480.0,5280.0,1874,593,WAREHOUSE,815957.3333333331
347 N JUSTINE ST,3304.0,3308.0,1921,593,WAREHOUSE,601768.5333333331
351 N JUSTINE ST,11310.0,11580.0,1983,593,WAREHOUSE,2059928.0
355 N LAFLIN ST,26640.0,8315.0,1888,593,WAREHOUSE,2673590.4
342 W CARROLL AVE,22868.0,32911.0,1961,593,WAREHOUSE,3189079.8079999997
344 N OGDEN AVE,43125.0,19155.0,1892,593,WAREHOUSE,4328025.0
337 N ADA ST  338 N ELIZABETH ST,25304.0,72715.0,1932,593,WAREHOUSE,3327982.08
338 N RACINE AVE,18000.0,21805.0,1981,593,WAREHOUSE,2510208.0
1230 W CARROLL AVE,12525.0,12525.0,1974,593,WAREHOUSE,2281220.0
1222 W CARROLL AVE,18775.0,25050.0,1972,593,WAREHOUSE,2618286.4
1536-48 W FULTON ST,18200.0,15528.0,1982,593,WAREHOUSE,2726976.0
1532-34 W FULTON ST,5355.0,5354.0,1951,593,WAREHOUSE,921060.0
321 N JUSTINE ST,10200.0,5635.0,1895,593,WAREHOUSE,1857760.0
316 N LAFLIN ST,36000.0,6250.0,1888,593,WAREHOUSE,4734720.0
917 W FULTON ST,8604.0,4302.0,1888,593,WAREHOUSE,1567075.2
911 W FULTON ST,9360.0,5219.0,1952,593,WAREHOUSE,1704768.0
1157 W LAKE ST,22019.0,5250.0,1939,593,WAREHOUSE,2895938.88
1151 W LAKE ST,6000.0,7875.0,1950,593,WAREHOUSE,1032000.0
1143 W LAKE ST,5000.0,5458.0,1887,593,WAREHOUSE,860000.0
1133 W LAKE ST,6912.0,7796.0,1887,593,WAREHOUSE,1258905.6
169 N RACINE AVE,4162.0,7500.0,1958,593,WAREHOUSE,758038.9333333331
168-72 N MAY ST,5500.0,7125.0,1962,593,WAREHOUSE,1001733.3333333301
1146 W RANDOLPH ST,4992.0,2499.0,1920,593,WAREHOUSE,909209.6
1122 W RANDOLPH ST,13000.0,6565.0,1918,593,WAREHOUSE,2236000.0
1125 W LAKE ST,5000.0,5100.0,1917,593,WAREHOUSE,910666.6666666671
172 N ABERDEEN ST,18308.0,10080.0,1896,593,WAREHOUSE,2407868.16
164 N ABERDEEN ST,3240.0,10080.0,1987,593,WAREHOUSE,633046.153846154
1009 W LAKE ST,4550.0,5000.0,1923,593,WAREHOUSE,828706.6666666671
169 N CARPENTER ST,11798.0,21305.0,1956,593,WAREHOUSE,2148809.0666666697
943-45 W LAKE ST,4950.0,5000.0,1958,593,WAREHOUSE,901560.0
167 N MORGAN ST,6250.0,6000.0,1891,593,WAREHOUSE,1138333.33333333
